x, y, coefficient, p-value
Answer.Continent , Answer.Sudoku , 0.135703301148 , 0.171700068361
Answer.Gender , Answer.Skydiving , 0.135498574148 , 0.172353548553
Answer.marijuana , Answer.GameOfThrones , 0.135401473576 , 0.172664129539
Answer.GunControl , Answer.Bluegrass , -0.135382590268 , 0.172724576587
Answer.Sauna , Answer.Potato , 0.135346888231 , 0.17283890439
Answer.Car , Answer.CuteAnimal , 0.135334018609 , 0.172880130145
Answer.TV , Answer.Kindle , -0.13521173048 , 0.173272221815
Answer.CityOrSuburb , Answer.Age , 0.13521170212 , 0.17327231282
Answer.EyeColor , Answer.ChildrenHave , -0.135061984588 , 0.173753242389
Answer.NuclearEnergy , Answer.CreditCard , -0.135024588022 , 0.173873522556
Answer.Coffee , Answer.ApplePerMonth , -0.134968357465 , 0.174054494598
Answer.OnlineShopping , Answer.Pillow , 0.134867957304 , 0.174377966364
Answer.Darwin , Answer.PokemonGo , 0.134798985866 , 0.174600436354
Answer.Sauna , Answer.InternetBrowser , 0.134761392445 , 0.174721783212
Answer.Newspaper , Answer.Snow , 0.134624094583 , 0.175165490368
Answer.Potato , Answer.Juggle , -0.134499657998 , 0.175568348578
Answer.HouseHoldIncome , Answer.LeiaOrSkywalker , -0.134182748564 , 0.176597403538
Answer.SQL , Answer.Drunk , 0.134144806999 , 0.176720901966
Answer.Potato , Answer.Database , -0.134019546324 , 0.177129071089
Answer.JobMoneyOrFun , Answer.CreditCard , -0.1340063926 , 0.177171973357
Answer.Newspaper , Answer.NuclearEnergy , 0.133983677899 , 0.177246077723
Answer.SmartphoneOS , Answer.Drunk , 0.1338924615 , 0.177543890828
Answer.LeiaOrSkywalker , Answer.Darwin , 0.13387378261 , 0.177604920929
Answer.JobMoneyOrFun , Answer.InternetBrowser , 0.133822021384 , 0.177774122341
Answer.Potato , Answer.LikeCountry , 0.13346235684 , 0.178953089488
Answer.Skydiving , Answer.HairDrying , 0.133417145671 , 0.179101694365
Answer.Kindle , Answer.Brexit , 0.133413461538 , 0.179113807746
Answer.Gender , Answer.TV , 0.133367223053 , 0.17926589033
Answer.CarTransmission , Answer.Age , 0.133207100721 , 0.179793278096
Answer.ChildrenHave , Answer.StartupOrCorporation , 0.133203540461 , 0.179805017259
Answer.Smoke , Answer.ChildrenWant , -0.132844590451 , 0.18099145699
Answer.HairColor , Answer.Lesson , 0.132671476368 , 0.181565694191
Answer.Astrology , Answer.Snow , -0.132627464972 , 0.181711896607
Answer.StartupOrCorporation , Answer.TV , -0.132176715573 , 0.183214206734
Answer.Cook , Answer.LikeCountry , -0.131957507489 , 0.183948076839
Answer.Bluegrass , Answer.LeiaOrSkywalker , -0.131909155767 , 0.184110238145
Answer.Vacation , Answer.Sudoku , -0.131840380459 , 0.184341075364
Answer.Brexit , Answer.BookOwned , -0.13181307039 , 0.184432797311
Answer.Pillow , Answer.ApplePerMonth , 0.131782962598 , 0.184533954077
Answer.LeiaOrSkywalker , Answer.GlobalWarming , 0.131667438908 , 0.184922468286
Answer.marijuana , Answer.HolidayDestination , -0.131667186804 , 0.18492331678
Answer.LikeCountry , Answer.FlightSeat , 0.131602562359 , 0.18514091387
Answer.Pillow , Answer.Brexit , -0.131600831533 , 0.185146744301
Answer.Gym , Answer.Snow , 0.131476993539 , 0.185564250242
Answer.GameOfThrones , Answer.GlobalWarming , 0.131447584813 , 0.18566349916
Answer.DNA , Answer.Coffee , 0.131427887363 , 0.185729995968
Answer.Juggle , Answer.PhoneBrand , -0.131352632809 , 0.185984208255
Answer.ChildrenHave , Answer.Cook , -0.131317055735 , 0.186104476907
Answer.CuteAnimal , Answer.Alien , 0.13129244268 , 0.18618771472
Answer.Religious , Answer.ScaryMovie , -0.131266409327 , 0.186275785266
Answer.Unicorn , Answer.Database , 0.13125422008 , 0.186317031775
Answer.GunControl , Answer.DNA , 0.131059643603 , 0.186976348593
Answer.MaritalStatus , Answer.Continent , 0.130951108353 , 0.187344853838
Answer.Newspaper , Answer.Siblings , 0.130879858747 , 0.187587051702
Answer.BookRead , Answer.Tennis , 0.130856321167 , 0.187667112703
Answer.CityOrSuburb , Answer.OnlineShopping , -0.130785753248 , 0.187907292145
Answer.NuclearEnergy , Answer.Height , -0.130760967148 , 0.187991705178
Answer.CarTransmission , Answer.ChildrenHave , -0.130735343828 , 0.188078998469
Answer.Snow , Answer.Alien , 0.130628399751 , 0.188443652667
Answer.InternetBrowser , Answer.LikeCountry , -0.130399315523 , 0.189226504377
Answer.Astrology , Answer.ScaryMovie , 0.130359953144 , 0.189361255201
Answer.CuteAnimal , Answer.Database , -0.130323738457 , 0.189485291922
Answer.Newspaper , Answer.CreditCard , -0.130280652289 , 0.189632940552
Answer.ElectricOrGasCar , Answer.PokemonGo , 0.130188613334 , 0.189948621367
Answer.Astrology , Answer.Coffee , -0.130167828751 , 0.190019962345
Answer.EyeColor , Answer.InternetBrowser , -0.130135756487 , 0.190130085294
Answer.Bluegrass , Answer.Sudoku , -0.129959805316 , 0.190735053049
Answer.Juggle , Answer.LeiaOrSkywalker , 0.12994506095 , 0.190785811486
Answer.GMO , Answer.Age , 0.129791604135 , 0.191314678087
Answer.Tennis , Answer.BookOwned , 0.129781300432 , 0.191350226332
Answer.MaritalStatus , Answer.Height , 0.129758284542 , 0.191429649489
Answer.marijuana , Answer.ChildrenWant , 0.129692696791 , 0.191656110524
Answer.SmartphoneOS , Answer.PokemonGo , 0.129555908524 , 0.192129036776
Answer.CityOrSuburb , Answer.Cook , 0.129460226513 , 0.192460345926
Answer.Vacation , Answer.CountriesBeenTo , 0.129391698314 , 0.192697886209
Answer.Film , Answer.Car , 0.129253591531 , 0.193177252472
Answer.InternetUsage , Answer.ElectricOrGasCar , 0.129171295651 , 0.193463310028
Answer.marijuana , Answer.GMO , 0.129136556671 , 0.193584153426
Answer.Drunk , Answer.GlobalEconomy , 0.129110621831 , 0.193674406238
Answer.ExerciseWeekly , Answer.ChildrenWant , -0.129025588156 , 0.193970535485
Answer.Height , Answer.ApplePerMonth , -0.128995601366 , 0.194075042343
Answer.TV , Answer.Alien , -0.128912281842 , 0.194365632633
Answer.marijuana , Answer.BookOwned , 0.128793685954 , 0.194779797204
Answer.Cook , Answer.GlobalEconomy , 0.128533744678 , 0.195689802815
Answer.Gender , Answer.Olympics , 0.128472355469 , 0.195905162274
Answer.Sudoku , Answer.LikeCountry , -0.128471424052 , 0.195908431096
Answer.HolidayDestination , Answer.PhoneBrand , -0.128260024805 , 0.196651358597
Answer.Vacation , Answer.ScaryMovie , -0.128204459404 , 0.196846970847
Answer.Tennis , Answer.ChildrenWant , -0.128116338993 , 0.197157477361
Answer.Smoke , Answer.HolidayDestination , -0.128087995128 , 0.197257426584
Answer.Paris , Answer.EyeColor , 0.128016334121 , 0.197510288373
Answer.EyeColor , Answer.Newspaper , 0.128016334121 , 0.197510288373
Answer.Gender , Answer.ScaryMovie , 0.127555117492 , 0.19914332245
Answer.Film , Answer.ElectricOrGasCar , 0.127260377433 , 0.200191988575
Answer.TV , Answer.Age , 0.127259999482 , 0.200193335844
Answer.Newspaper , Answer.Lesson , 0.127235836116 , 0.200279483769
Answer.Juggle , Answer.BathOrShower , -0.127222982216 , 0.200325321722
Answer.NuclearEnergy , Answer.PokemonGo , 0.127041951512 , 0.200971692017
Answer.Smoke , Answer.WritingHand , -0.127020018946 , 0.201050103948
Answer.ApplePerMonth , Answer.Rain , -0.126998281622 , 0.201127839551
Answer.Sudoku , Answer.Education , 0.126921326687 , 0.201403214365
Answer.Brexit , Answer.Education , -0.126921326687 , 0.201403214365
Answer.Continent , Answer.Alien , -0.12662660272 , 0.202460356918
Answer.Paris , Answer.StartupOrCorporation , -0.12650021475 , 0.202914914784
Answer.JobMoneyOrFun , Answer.MailService , -0.126495926985 , 0.202930348684
Answer.Snow , Answer.Sudoku , 0.126373223758 , 0.203372378458
Answer.ElectricOrGasCar , Answer.Rain , 0.126373223758 , 0.203372378458
Answer.Brexit , Answer.Rain , -0.126373223758 , 0.203372378458
Answer.CountriesBeenTo , Answer.Religious , -0.12635267045 , 0.20344648778
Answer.CityOrSuburb , Answer.Stonebraker , -0.12632500636 , 0.203546267111
Answer.SunriseOrSunset , Answer.BathOrShower , 0.126132336837 , 0.204242164361
Answer.OnlineShopping , Answer.Tennis , -0.126119979114 , 0.204286856964
Answer.ElectricOrGasCar , Answer.MailService , 0.125883229727 , 0.205144431969
Answer.Sudoku , Answer.CreditCard , 0.125816625245 , 0.205386156703
Answer.SunriseOrSunset , Answer.CityOrSuburb , 0.12578952054 , 0.205484584979
Answer.Darwin , Answer.BathOrShower , -0.125693002005 , 0.205835357487
Answer.Smoke , Answer.BathOrShower , 0.125693002005 , 0.205835357487
Answer.Unicorn , Answer.Darwin , -0.12551871811 , 0.206469833877
Answer.Smoke , Answer.Unicorn , 0.12551871811 , 0.206469833877
Answer.Stonebraker , Answer.FlightSeat , -0.125509327163 , 0.206504061069
Answer.HolidayDestination , Answer.Siblings , 0.125493910195 , 0.20656026011
Answer.DNA , Answer.Vacation , -0.125474374307 , 0.206631489439
Answer.Smoke , Answer.Cook , 0.1253914657 , 0.206933975979
Answer.JobMoneyOrFun , Answer.FlightSeat , -0.125285781899 , 0.207320015111
Answer.Age , Answer.DinerWith , 0.125181911503 , 0.207699931561
Answer.Smoke , Answer.Alien , 0.125143177561 , 0.207841732116
Answer.NuclearEnergy , Answer.Age , 0.125132629971 , 0.20788035762
Answer.JumpOnOneFoot , Answer.HairColor , -0.125125915403 , 0.207904949184
Answer.Potato , Answer.Age , 0.125051300347 , 0.208178360693
Answer.Pillow , Answer.BathOrShower , 0.125013115605 , 0.208318380107
Answer.Sauna , Answer.Newspaper , -0.124996245604 , 0.208380262034
Answer.ChildrenHave , Answer.Snow , 0.124953117671 , 0.208538522022
Answer.marijuana , Answer.HairDrying , -0.124950799061 , 0.208547032698
Answer.LeiaOrSkywalker , Answer.Siblings , -0.124896016709 , 0.208748188693
Answer.JumpOnOneFoot , Answer.LikeCountry , -0.124709289765 , 0.209434874178
Answer.HolidayDestination , Answer.HairDrying , 0.124703407127 , 0.20945653364
Answer.Potato , Answer.JumpOnOneFoot , 0.124694048806 , 0.209490993618
Answer.GunControl , Answer.Smoke , -0.124614765586 , 0.209783099093
Answer.HairColor , Answer.CuteAnimal , -0.124549174749 , 0.210024976789
Answer.GameOfThrones , Answer.ApplePerMonth , -0.124528124838 , 0.210102644154
Answer.ChildrenHave , Answer.ApplePerMonth , 0.124461054205 , 0.210350249669
Answer.Snow , Answer.Tennis , -0.124446749035 , 0.210403087148
Answer.JumpOnOneFoot , Answer.InternetBrowser , 0.124343912959 , 0.210783200259
Answer.Sauna , Answer.Continent , -0.124168526622 , 0.211432609416
Answer.earlobe , Answer.DinerWith , 0.124134547779 , 0.211558588656
Answer.Unicorn , Answer.Coffee , -0.124102482544 , 0.211677522055
Answer.MailService , Answer.Education , -0.124022569684 , 0.211974134576
Answer.Astrology , Answer.earlobe , -0.123800644692 , 0.21279940473
Answer.JobMoneyOrFun , Answer.Lesson , -0.123796593013 , 0.212814492878
Answer.HouseHoldIncome , Answer.Siblings , -0.123776383722 , 0.21288976213
Answer.Education , Answer.InternetBrowser , 0.123700963508 , 0.213170830945
Answer.TV , Answer.WritingHand , 0.123625706635 , 0.213451553939
Answer.BookRead , Answer.DNA , 0.123616080069 , 0.213487481879
Answer.Coffee , Answer.SmartphoneOS , -0.12355795483 , 0.213704506255
Answer.HairDrying , Answer.Database , -0.123545750571 , 0.21375009366
Answer.Pillow , Answer.GMO , -0.123468186676 , 0.214039984958
Answer.Unicorn , Answer.OnlineShopping , -0.123321835418 , 0.214587726258
Answer.Stonebraker , Answer.WritingHand , 0.123218436197 , 0.214975312799
Answer.HouseHoldIncome , Answer.Religious , -0.123197532895 , 0.215053728082
Answer.GameOfThrones , Answer.ChildrenHave , 0.123043383988 , 0.215632619235
Answer.HolidayDestination , Answer.Newspaper , 0.122854664076 , 0.216342842682
Answer.SQL , Answer.InternetBrowser , 0.122789657842 , 0.216587869048
Answer.Coffee , Answer.BookOwned , 0.122647899754 , 0.217122876375
Answer.CuteAnimal , Answer.earlobe , 0.122414116729 , 0.218007238179
Answer.GMO , Answer.ApplePerMonth , 0.122380433498 , 0.218134866064
Answer.InternetBrowser , Answer.GlobalEconomy , 0.12223989865 , 0.21866793219
Answer.Continent , Answer.SmartphoneOS , 0.122203499445 , 0.218806149062
Answer.ScaryMovie , Answer.Rain , 0.122125903221 , 0.21910100762
Answer.ChildrenHave , Answer.Pillow , -0.122085308492 , 0.219255375814
Answer.Sudoku , Answer.Lesson , 0.121997491321 , 0.219589578319
Answer.Olympics , Answer.PokemonGo , 0.121774571102 , 0.220439554572
Answer.ApplePerMonth , Answer.LikeCountry , 0.121739330876 , 0.220574135102
Answer.StartupOrCorporation , Answer.PokemonGo , -0.121490515811 , 0.221525998281
Answer.GameOfThrones , Answer.InternetBrowser , 0.121453764631 , 0.22166683842
Answer.CarTransmission , Answer.SQL , 0.121449784439 , 0.221682095345
Answer.GunControl , Answer.InternetBrowser , 0.121431093478 , 0.221753751716
Answer.Olympics , Answer.FlightSeat , 0.121400612532 , 0.221870642936
Answer.JumpOnOneFoot , Answer.BathOrShower , -0.121327295434 , 0.222151984335
Answer.SunriseOrSunset , Answer.Juggle , -0.121327295434 , 0.222151984335
Answer.Potato , Answer.SmartphoneOS , 0.12126543141 , 0.222389572277
Answer.MaritalStatus , Answer.BookOwned , -0.120807769395 , 0.224152784902
Answer.StartupOrCorporation , Answer.GlobalEconomy , -0.120746505238 , 0.224389559398
Answer.marijuana , Answer.Age , 0.120656108682 , 0.224739246666
Answer.Continent , Answer.GlobalEconomy , -0.120640482419 , 0.224799733683
Answer.Bluegrass , Answer.CreditCard , 0.120602869087 , 0.224945376459
Answer.CountriesBeenTo , Answer.Darwin , -0.12055742527 , 0.225121428258
Answer.Smoke , Answer.Olympics , -0.120544799086 , 0.22517035998
Answer.CountriesBeenTo , Answer.Siblings , -0.120536195439 , 0.225203706986
Answer.InternetUsage , Answer.Alien , 0.120530199091 , 0.225226950374
Answer.Car , Answer.Brexit , 0.120483172877 , 0.225409294603
Answer.Smoke , Answer.HairColor , 0.120441087641 , 0.225572568211
Answer.Kindle , Answer.PhoneBrand , 0.120373878058 , 0.225833486523
Answer.Unicorn , Answer.ApplePerMonth , -0.120321671222 , 0.226036308168
Answer.Juggle , Answer.Height , -0.1202937654 , 0.226144773767
Answer.HouseHoldIncome , Answer.Brexit , -0.120172900276 , 0.226614980142
Answer.JumpOnOneFoot , Answer.GlobalWarming , -0.120094742081 , 0.226919407564
Answer.Cook , Answer.Bluegrass , 0.120055223693 , 0.227073441622
Answer.StartupOrCorporation , Answer.BookOwned , -0.119971209692 , 0.227401153855
Answer.Sauna , Answer.Coffee , -0.1198656277 , 0.227813466777
Answer.CarTransmission , Answer.earlobe , -0.119807055453 , 0.22804242602
Answer.SunriseOrSunset , Answer.GunControl , 0.119797790692 , 0.228078656807
Answer.MaritalStatus , Answer.SQL , 0.119723055693 , 0.228371063332
Answer.Sauna , Answer.Lesson , 0.119722362995 , 0.228373774798
Answer.CarTransmission , Answer.LikeCountry , -0.119718866049 , 0.228387463424
Answer.Pillow , Answer.CuteAnimal , -0.11968918216 , 0.228503682758
Answer.CuteAnimal , Answer.Lesson , -0.119570243944 , 0.228969769667
Answer.Newspaper , Answer.Height , 0.119552878925 , 0.229037874237
Answer.Continent , Answer.Snow , 0.119532146328 , 0.229119204848
Answer.Age , Answer.Siblings , 0.119487473231 , 0.229294518963
Answer.EyeColor , Answer.ExerciseWeekly , 0.11945578844 , 0.229418919044
Answer.DinerWith , Answer.Database , -0.119404383496 , 0.229620844542
Answer.CarTransmission , Answer.GlobalWarming , 0.119276385354 , 0.230124179439
Answer.Potato , Answer.DNA , -0.119094860345 , 0.230839325709
Answer.DrinkForDinner , Answer.Darwin , 0.119082410986 , 0.230888428857
Answer.DinerWith , Answer.HairDrying , 0.119075556874 , 0.230915466177
Answer.BookOwned , Answer.Drunk , 0.119065927296 , 0.230953455586
Answer.DinerWith , Answer.Siblings , -0.118949201017 , 0.231414297448
Answer.Smoke , Answer.ExerciseWeekly , 0.118944215166 , 0.231433996183
Answer.Coffee , Answer.Siblings , 0.118943271457 , 0.23143772484
Answer.Paris , Answer.Sudoku , -0.118918454793 , 0.231535792237
Answer.Newspaper , Answer.Kindle , 0.118918454793 , 0.231535792237
Answer.HolidayDestination , Answer.GameOfThrones , -0.118645860385 , 0.232614910503
Answer.EyeColor , Answer.ChildrenWant , -0.118569193316 , 0.232919044408
Answer.GameOfThrones , Answer.SmartphoneOS , 0.118540573179 , 0.233032650054
Answer.InternetBrowser , Answer.GlobalWarming , 0.118431104053 , 0.233467537343
Answer.Bluegrass , Answer.GMO , 0.118345507271 , 0.233807981763
Answer.Gym , Answer.Brexit , 0.118304403775 , 0.233971585981
Answer.marijuana , Answer.Sudoku , 0.118304403775 , 0.233971585981
Answer.Darwin , Answer.Skydiving , 0.118284248637 , 0.234051838658
Answer.GunControl , Answer.SmartphoneOS , 0.118214813141 , 0.234328460404
Answer.Sauna , Answer.EyeColor , -0.11815721564 , 0.234558094213
Answer.Kindle , Answer.Age , -0.117925976572 , 0.235481594879
Answer.EyeColor , Answer.BathOrShower , -0.117818509983 , 0.235911646355
Answer.OnlineShopping , Answer.Age , -0.117723825372 , 0.236291001175
Answer.Pillow , Answer.ScaryMovie , -0.117544288648 , 0.237011483179
Answer.Unicorn , Answer.Education , -0.117479397719 , 0.237272266776
Answer.Siblings , Answer.LikeCountry , 0.117404355237 , 0.237574096365
Answer.Paris , Answer.ExerciseWeekly , -0.117353308681 , 0.237779564166
Answer.Unicorn , Answer.Bluegrass , -0.11732573779 , 0.23789059133
Answer.JobMoneyOrFun , Answer.Education , -0.117288979112 , 0.238038673521
Answer.RentOrBuyHouse , Answer.LikeCountry , 0.117248240856 , 0.238202862316
Answer.Film , Answer.DrinkForDinner , 0.117044304871 , 0.239025976451
Answer.TV , Answer.Pillow , 0.116769642031 , 0.240137674633
Answer.DNA , Answer.ApplePerMonth , 0.116758856333 , 0.240181402878
Answer.Tennis , Answer.Drunk , 0.116573331825 , 0.240934436717
Answer.Car , Answer.Lesson , -0.116534547411 , 0.241092067298
Answer.CountriesBeenTo , Answer.Height , 0.116526614597 , 0.241124317256
Answer.SunriseOrSunset , Answer.RentOrBuyHouse , 0.116459479114 , 0.241397368793
Answer.Smoke , Answer.GlobalWarming , 0.116419114576 , 0.241561641476
Answer.PokemonGo , Answer.FlightSeat , 0.116415931533 , 0.241574598893
Answer.JobMoneyOrFun , Answer.Coffee , -0.116377953899 , 0.241729234027
Answer.Newspaper , Answer.JumpOnOneFoot , -0.11622952241 , 0.242334266921
Answer.HairColor , Answer.Age , 0.116190052622 , 0.242495329172
Answer.Vacation , Answer.earlobe , 0.116029119259 , 0.243152808884
Answer.Cook , Answer.OnlineShopping , -0.116019620498 , 0.243191653807
Answer.BookRead , Answer.TV , 0.115991232097 , 0.243307773003
Answer.CountriesBeenTo , Answer.RentOrBuyHouse , 0.115936636327 , 0.243531198037
Answer.InternetUsage , Answer.Siblings , -0.115900592629 , 0.24367877928
Answer.Gender , Answer.SmartphoneOS , 0.115855919489 , 0.243861779727
Answer.Paris , Answer.Car , -0.115820708843 , 0.244006084713
Answer.SunriseOrSunset , Answer.DrinkForDinner , 0.115733038701 , 0.244365642863
Answer.marijuana , Answer.HairColor , 0.115607218222 , 0.244882305545
Answer.Car , Answer.Rain , -0.115599744752 , 0.244913017952
Answer.Astrology , Answer.InternetBrowser , -0.115527231752 , 0.245211150171
Answer.InternetUsage , Answer.Sudoku , 0.115264893549 , 0.246291830204
Answer.ChildrenHave , Answer.Skydiving , 0.11526465003 , 0.246292834887
Answer.DrinkForDinner , Answer.PokemonGo , 0.115247986391 , 0.246361590421
Answer.ElectricOrGasCar , Answer.Gym , 0.115131488732 , 0.246842639399
Answer.Lesson , Answer.Rain , 0.115130627206 , 0.246846199276
Answer.SunriseOrSunset , Answer.Tennis , 0.115080183347 , 0.247054698053
Answer.InternetUsage , Answer.Gender , 0.114973278387 , 0.24749696809
Answer.Sauna , Answer.SmartphoneOS , 0.114968013087 , 0.247518764946
Answer.marijuana , Answer.WritingHand , 0.114913568412 , 0.247744228126
Answer.CountriesBeenTo , Answer.Gender , -0.11488254923 , 0.247872746293
Answer.GunControl , Answer.Coffee , -0.114866832257 , 0.247937882139
Answer.GunControl , Answer.JumpOnOneFoot , -0.114787236709 , 0.248267931126
Answer.Newspaper , Answer.ApplePerMonth , -0.114735089007 , 0.248484329634
Answer.RentOrBuyHouse , Answer.FlightSeat , -0.114645278193 , 0.248857324199
Answer.Unicorn , Answer.WritingHand , -0.114620046685 , 0.248962182888
Answer.Kindle , Answer.SmartphoneOS , 0.114543733401 , 0.249279515625
Answer.Gym , Answer.earlobe , -0.114505228274 , 0.249439736761
Answer.JobMoneyOrFun , Answer.Age , -0.114432925213 , 0.249740783756
Answer.CarTransmission , Answer.JumpOnOneFoot , 0.114159435575 , 0.250881769154
Answer.Continent , Answer.earlobe , -0.114152497978 , 0.250910759002
Answer.Vacation , Answer.Database , 0.114125711166 , 0.251022713556
Answer.Education , Answer.Age , 0.114086268259 , 0.251187626326
Answer.Continent , Answer.GlobalWarming , 0.114036321672 , 0.25139656234
Answer.Darwin , Answer.ApplePerMonth , 0.113901149545 , 0.251962611763
Answer.EyeColor , Answer.Stonebraker , 0.113764726659 , 0.252534785873
Answer.StartupOrCorporation , Answer.HairDrying , -0.11369444299 , 0.252829911983
Answer.InternetUsage , Answer.GMO , 0.113596473886 , 0.253241686
Answer.HouseHoldIncome , Answer.JumpOnOneFoot , -0.113579252251 , 0.253314117787
Answer.InternetUsage , Answer.Brexit , -0.113577719765 , 0.253320563898
Answer.Continent , Answer.MailService , 0.113573556352 , 0.253338077068
Answer.Cook , Answer.InternetBrowser , 0.113487642174 , 0.253699655832
Answer.DrinkForDinner , Answer.ApplePerMonth , 0.113458090048 , 0.253824110796
Answer.DNA , Answer.Drunk , 0.113429569138 , 0.253944262617
Answer.Sudoku , Answer.Drunk , -0.113362322539 , 0.254227710918
Answer.StartupOrCorporation , Answer.Olympics , 0.113308570729 , 0.254454433794
Answer.Religious , Answer.earlobe , 0.113202201608 , 0.254903502596
Answer.ExerciseWeekly , Answer.InternetBrowser , 0.113158942152 , 0.255086290423
Answer.Height , Answer.Lesson , -0.11314948337 , 0.255126269372
Answer.LeiaOrSkywalker , Answer.GlobalEconomy , 0.113106345019 , 0.255308654436
Answer.JobMoneyOrFun , Answer.Astrology , -0.113076244059 , 0.255435971456
Answer.ElectricOrGasCar , Answer.BookOwned , 0.11298443122 , 0.255824577632
Answer.Sauna , Answer.CuteAnimal , -0.112979674247 , 0.255844722968
Answer.InternetBrowser , Answer.FlightSeat , 0.112903454425 , 0.256167654933
Answer.ChildrenWant , Answer.PhoneBrand , -0.112789296969 , 0.256651844453
Answer.PhoneBrand , Answer.earlobe , 0.112768906559 , 0.256738394551
Answer.Continent , Answer.Darwin , 0.112757434405 , 0.256787098572
Answer.Juggle , Answer.Skydiving , 0.112745225784 , 0.256838936142
Answer.OnlineShopping , Answer.CreditCard , -0.112392682061 , 0.258338917256
Answer.DrinkForDinner , Answer.Rain , 0.112304137737 , 0.25871658814
Answer.HouseHoldIncome , Answer.RentOrBuyHouse , 0.112303018264 , 0.258721365474
Answer.Vacation , Answer.Bluegrass , -0.112271132331 , 0.258857463521
Answer.Gym , Answer.GlobalEconomy , 0.112175729921 , 0.259264959377
Answer.DNA , Answer.HouseHoldIncome , 0.112036462823 , 0.25986060156
Answer.BookRead , Answer.HouseHoldIncome , -0.111982738307 , 0.260090629315
Answer.EyeColor , Answer.StartupOrCorporation , -0.111963384651 , 0.260173528245
Answer.Continent , Answer.BathOrShower , -0.111861490531 , 0.26061027584
Answer.HolidayDestination , Answer.Lesson , -0.111843161225 , 0.260688893522
Answer.Film , Answer.Bluegrass , 0.111760121671 , 0.26104526752
Answer.EyeColor , Answer.CountriesBeenTo , -0.111756663186 , 0.261060117208
Answer.Sauna , Answer.HolidayDestination , -0.111728338782 , 0.261181755298
Answer.ElectricOrGasCar , Answer.InternetBrowser , -0.111707633644 , 0.26127069715
Answer.Snow , Answer.BookOwned , 0.111644847703 , 0.261540529166
Answer.Newspaper , Answer.SQL , 0.111462678634 , 0.262324501784
Answer.OnlineShopping , Answer.RentOrBuyHouse , 0.111454128834 , 0.262361335467
Answer.Sauna , Answer.earlobe , -0.111448354986 , 0.262386211967
Answer.DNA , Answer.earlobe , -0.111448354986 , 0.262386211967
Answer.StartupOrCorporation , Answer.PhoneBrand , -0.111383742394 , 0.262664703385
Answer.GameOfThrones , Answer.CuteAnimal , 0.111330525707 , 0.262894227429
Answer.SunriseOrSunset , Answer.Religious , -0.111318980616 , 0.262944039507
Answer.CuteAnimal , Answer.HairDrying , 0.111303893928 , 0.263009141719
Answer.CuteAnimal , Answer.RentOrBuyHouse , -0.111203140433 , 0.263444195115
Answer.PhoneBrand , Answer.HairDrying , 0.111053924165 , 0.264089408861
Answer.WritingHand , Answer.CuteAnimal , -0.110906846703 , 0.264726424021
Answer.JobMoneyOrFun , Answer.Cook , 0.110820804658 , 0.265099568632
Answer.Snow , Answer.InternetBrowser , -0.110789528189 , 0.265235295922
Answer.marijuana , Answer.ChildrenHave , 0.110758568846 , 0.26536969344
Answer.Age , Answer.Rain , 0.110750410693 , 0.265405116469
Answer.marijuana , Answer.CuteAnimal , 0.110668553747 , 0.265760720197
Answer.Alien , Answer.DinerWith , 0.110533998822 , 0.266345956901
Answer.Coffee , Answer.RentOrBuyHouse , 0.110478290536 , 0.266588511507
Answer.CityOrSuburb , Answer.Brexit , -0.110448125274 , 0.266719913914
Answer.BathOrShower , Answer.CreditCard , -0.110424162991 , 0.266824326901
Answer.ExerciseWeekly , Answer.Drunk , 0.11039655952 , 0.266944640284
Answer.Sudoku , Answer.ScaryMovie , 0.110338198229 , 0.267199136687
Answer.Brexit , Answer.ScaryMovie , -0.110338198229 , 0.267199136687
Answer.GameOfThrones , Answer.DrinkForDinner , 0.110300968231 , 0.267361571581
Answer.WritingHand , Answer.ChildrenWant , 0.110221473986 , 0.267708629658
Answer.Religious , Answer.LikeCountry , 0.110176640666 , 0.267904498615
Answer.Vacation , Answer.Religious , 0.109984767018 , 0.268743856934
Answer.Darwin , Answer.LikeCountry , -0.109965103354 , 0.268829976728
Answer.BookRead , Answer.HolidayDestination , -0.109853369956 , 0.26931968327
Answer.Cook , Answer.Drunk , 0.109815825866 , 0.269484367257
Answer.Stonebraker , Answer.Rain , 0.109620482716 , 0.270342321832
Answer.CuteAnimal , Answer.Siblings , -0.109616827803 , 0.270358391909
Answer.Sauna , Answer.GameOfThrones , 0.109594229584 , 0.270457767057
Answer.InternetUsage , Answer.HolidayDestination , -0.109581007224 , 0.270515923519
Answer.LeiaOrSkywalker , Answer.Database , 0.109569929098 , 0.270564655409
Answer.Gym , Answer.TV , -0.109525986301 , 0.270758015038
Answer.Tennis , Answer.ApplePerMonth , -0.109502249653 , 0.270862501203
Answer.DNA , Answer.LikeCountry , -0.10946970284 , 0.271005813011
Answer.CuteAnimal , Answer.ScaryMovie , 0.109465431903 , 0.271024622818
Answer.Age , Answer.earlobe , 0.109419353731 , 0.271227613618
Answer.Continent , Answer.ExerciseWeekly , -0.109276900737 , 0.271855818704
Answer.TV , Answer.GlobalWarming , -0.109082974042 , 0.272712594399
Answer.Potato , Answer.Darwin , -0.109027794282 , 0.272956712919
Answer.SunriseOrSunset , Answer.Potato , 0.108915809215 , 0.273452593957
Answer.InternetUsage , Answer.Lesson , 0.108904385834 , 0.273503211906
